Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
Male,41,1,28,0,1-2 Year,Yes,24396,26,264,1
Female,46,1,48,0,1-2 Year,Yes,2630,156,164,1
Male,45,1,29,0,1-2 Year,Yes,31339,26,251,1
Female,53,1,9,0,1-2 Year,Yes,29000,156,62,1
Male,59,1,28,0,1-2 Year,Yes,35982,124,251,0
Male,22,1,35,0,< 1 Year,Yes,26857,124,237,1
Female,51,1,19,0,1-2 Year,Yes,2630,157,259,1
Male,43,1,30,0,1-2 Year,Yes,2630,124,217,1
Female,23,1,29,1,< 1 Year,No,32409,152,284,0
Male,61,1,28,0,> 2 Years,Yes,51096,26,211,1
Male,48,1,28,0,1-2 Year,Yes,33039,157,171,1
Female,24,1,8,1,< 1 Year,No,51378,152,110,0
Male,26,1,41,0,< 1 Year,Yes,51709,124,161,1
Male,22,1,30,0,< 1 Year,Yes,31985,152,190,0
Male,21,1,33,0,< 1 Year,Yes,24911,152,225,0
Male,47,1,28,0,1-2 Year,Yes,46337,26,208,1
Male,33,1,28,0,< 1 Year,Yes,47720,124,67,0
Male,24,1,22,0,< 1 Year,No,2630,152,162,0
Female,33,1,46,0,1-2 Year,Yes,24727,157,134,1
Male,29,1,8,1,< 1 Year,Yes,54449,152,164,0
Male,56,1,28,0,1-2 Year,Yes,45587,26,158,1
Female,58,1,47,0,1-2 Year,Yes,38444,26,95,0
Male,28,1,30,1,< 1 Year,No,28706,152,217,0
Female,21,1,4,1,< 1 Year,No,30136,160,24,0
Male,31,1,29,0,1-2 Year,Yes,2630,156,62,1
Male,26,1,28,0,1-2 Year,Yes,46683,26,260,1
Female,54,1,24,1,1-2 Year,No,60122,124,271,0
Female,27,1,29,1,< 1 Year,No,31359,152,16,0
Male,30,1,3,0,1-2 Year,Yes,21691,154,290,1
Female,22,1,24,0,< 1 Year,Yes,29939,152,31,0
Male,33,1,36,0,1-2 Year,Yes,27441,155,281,1
Male,63,1,46,0,1-2 Year,No,31559,26,196,0
Male,42,1,28,0,1-2 Year,Yes,40688,124,51,0
Male,41,1,28,0,1-2 Year,Yes,35563,26,23,1
Female,48,1,30,1,1-2 Year,No,2630,26,44,0
Female,38,1,28,0,1-2 Year,Yes,30882,124,256,1
Female,36,1,28,0,1-2 Year,Yes,53840,152,242,1
Female,43,1,28,1,1-2 Year,No,30305,26,185,0
Male,78,1,28,0,1-2 Year,Yes,31703,122,223,1
Male,29,1,10,1,< 1 Year,No,20217,152,140,0
Male,40,1,26,0,1-2 Year,Yes,25426,26,38,1
Male,26,1,8,1,< 1 Year,No,38070,152,295,0
Male,22,1,28,0,< 1 Year,Yes,43284,152,192,1
Female,36,1,28,0,1-2 Year,Yes,29305,26,232,1
Male,47,1,28,0,1-2 Year,Yes,26041,26,258,1
Male,23,1,15,0,< 1 Year,Yes,2630,152,145,0
Male,25,1,49,1,< 1 Year,No,29941,152,132,0
Male,42,1,7,1,1-2 Year,No,2630,124,11,0
Female,24,1,41,1,< 1 Year,No,51530,152,286,0
Male,76,1,27,0,1-2 Year,Yes,26574,124,159,1
Male,65,1,28,1,1-2 Year,No,40987,124,30,0
Male,54,1,28,0,1-2 Year,Yes,62100,26,35,1
Female,52,1,36,0,1-2 Year,Yes,35892,26,30,1
Male,23,1,41,0,< 1 Year,No,34889,152,272,1
Male,46,1,28,1,1-2 Year,No,21905,124,269,0
Male,29,1,45,0,< 1 Year,Yes,31681,152,178,0
Male,23,1,29,0,< 1 Year,Yes,36556,124,44,0
Male,43,1,28,0,1-2 Year,Yes,52612,124,199,1
Male,41,1,50,0,> 2 Years,Yes,25150,26,30,1
Male,21,1,46,1,< 1 Year,No,39543,152,262,0
Female,24,1,15,0,< 1 Year,Yes,32711,151,136,1
Male,33,1,45,0,1-2 Year,Yes,26834,124,269,0
Male,33,1,46,0,1-2 Year,Yes,2630,156,88,1
Male,28,1,3,0,< 1 Year,Yes,26340,156,111,1
Female,24,1,14,1,< 1 Year,No,26667,152,71,0
Male,53,1,8,0,1-2 Year,Yes,38489,7,226,1
Male,52,1,28,0,1-2 Year,Yes,31276,124,177,0
Female,52,1,50,0,1-2 Year,Yes,43403,124,193,1
Female,40,1,28,0,1-2 Year,Yes,41751,26,42,1
Female,56,1,50,1,1-2 Year,Yes,44376,26,207,0
Male,26,1,36,0,< 1 Year,Yes,35517,151,37,1
Male,46,1,32,0,1-2 Year,Yes,33872,124,194,1
Female,80,1,45,1,1-2 Year,No,18426,26,23,0
Female,68,1,8,0,1-2 Year,Yes,2630,124,21,1
Male,61,1,39,0,1-2 Year,Yes,2630,156,72,1
Male,26,1,10,1,< 1 Year,No,42869,152,122,0
Male,31,1,33,0,< 1 Year,Yes,31597,124,196,1
Female,23,1,41,1,< 1 Year,No,17772,152,187,0
Male,66,1,33,1,1-2 Year,No,28075,26,124,0
Female,24,1,15,1,< 1 Year,No,33138,152,138,0
Male,20,1,47,0,< 1 Year,Yes,2630,156,150,0
Male,42,1,28,0,1-2 Year,Yes,55338,26,299,1
Male,53,1,45,0,1-2 Year,Yes,2630,156,40,1
Male,47,1,11,0,1-2 Year,Yes,2630,124,244,0
Male,22,1,41,0,< 1 Year,Yes,26284,152,286,0
Male,56,1,28,0,> 2 Years,Yes,48943,13,153,1
Male,46,1,35,1,1-2 Year,No,36902,124,66,0
Male,24,1,28,0,< 1 Year,Yes,36959,124,105,1
Male,64,1,28,1,1-2 Year,No,33023,124,249,0
Male,45,1,3,0,> 2 Years,Yes,60647,26,218,1
Male,26,1,36,0,< 1 Year,No,2630,152,220,1
Female,54,1,28,0,1-2 Year,Yes,43574,124,216,1
Female,46,1,8,0,1-2 Year,Yes,2630,124,132,1
Female,37,1,28,1,1-2 Year,Yes,34814,154,152,0
Female,43,1,4,0,1-2 Year,Yes,31606,26,121,1
Female,76,1,50,0,> 2 Years,Yes,47917,124,179,0
Male,57,1,28,0,1-2 Year,Yes,59044,124,232,0
Female,23,1,6,1,< 1 Year,No,15381,152,180,0
Female,24,1,5,0,< 1 Year,No,2630,152,249,0
Male,57,1,29,0,1-2 Year,Yes,27248,163,235,1
Female,24,1,8,1,< 1 Year,No,64395,151,146,0
Male,50,1,28,0,1-2 Year,Yes,40209,26,55,0
Male,33,1,28,0,< 1 Year,Yes,62690,124,249,1
Male,29,1,35,1,< 1 Year,No,38779,152,137,0
Male,31,1,11,1,< 1 Year,No,28939,152,29,0
Male,23,1,8,1,< 1 Year,No,41985,26,196,0
Female,24,1,37,0,< 1 Year,Yes,35392,152,270,0
Male,42,1,28,0,1-2 Year,Yes,40134,26,88,1
Female,33,1,41,0,1-2 Year,Yes,2630,156,274,0
Male,34,1,26,0,1-2 Year,No,34283,152,133,0
Male,43,1,41,0,1-2 Year,Yes,32280,26,232,1
Male,24,1,47,0,< 1 Year,Yes,31866,26,79,1
Male,54,1,8,0,1-2 Year,Yes,34720,26,236,1
Female,21,1,25,1,< 1 Year,No,27234,160,159,0
Male,78,1,46,0,> 2 Years,Yes,38048,31,269,1
Male,39,1,28,0,1-2 Year,Yes,2630,156,125,1
Male,24,1,8,0,< 1 Year,No,41096,152,122,0
Male,51,1,38,0,1-2 Year,Yes,32738,26,117,1
Female,36,1,28,0,> 2 Years,Yes,33193,122,98,1
Male,44,1,4,0,1-2 Year,Yes,29389,124,39,1
Male,43,1,46,0,1-2 Year,Yes,28660,124,47,1
Male,34,1,41,0,< 1 Year,Yes,36644,124,109,1
Female,42,1,48,0,1-2 Year,Yes,2630,26,102,0
Male,48,1,30,0,1-2 Year,Yes,21853,154,88,1
Female,25,1,6,1,< 1 Year,No,17882,152,245,0
Male,51,1,8,0,> 2 Years,Yes,60337,7,103,1
Female,37,1,28,0,1-2 Year,Yes,2630,122,214,1
Male,72,1,28,0,> 2 Years,Yes,54468,122,129,1
Male,53,1,28,0,1-2 Year,Yes,33783,156,123,1
Female,21,1,33,0,< 1 Year,No,29450,152,228,0
Male,46,1,36,0,> 2 Years,Yes,41954,124,214,1
Female,42,1,15,0,1-2 Year,No,2630,124,259,0
Female,39,1,28,0,1-2 Year,Yes,44097,26,151,1
Male,65,1,28,0,1-2 Year,Yes,27364,124,58,1
Female,60,1,33,0,1-2 Year,Yes,19421,26,26,1
Female,26,1,15,1,< 1 Year,Yes,2630,152,290,0
Female,38,1,41,0,1-2 Year,Yes,53088,124,103,1
Male,33,1,41,0,1-2 Year,Yes,41655,124,25,0
Female,53,1,47,0,1-2 Year,Yes,46898,26,112,1
Female,21,1,41,1,< 1 Year,No,31048,152,297,0
Female,22,1,6,0,< 1 Year,No,2630,160,16,1
Male,30,1,7,1,< 1 Year,No,2630,152,17,0
Female,32,1,8,1,< 1 Year,No,47891,160,128,0
Female,41,1,36,0,1-2 Year,Yes,66463,124,217,0
Male,32,1,2,0,1-2 Year,Yes,2630,156,92,0
Male,24,1,28,0,< 1 Year,Yes,50922,152,88,1
Male,67,1,8,0,1-2 Year,Yes,65487,124,20,0
Male,43,1,28,0,1-2 Year,Yes,40281,122,45,0
Male,37,1,47,0,1-2 Year,Yes,28150,26,114,1
Female,21,1,41,0,< 1 Year,Yes,17062,152,215,1
Female,45,1,17,0,> 2 Years,Yes,46067,26,279,1
Male,47,1,28,0,1-2 Year,Yes,26207,122,187,1
Female,73,1,28,1,1-2 Year,No,48719,55,236,0
Female,24,1,11,1,< 1 Year,No,35204,152,267,0
Female,22,1,33,1,< 1 Year,No,2630,152,17,0
Female,48,1,23,0,1-2 Year,Yes,27321,157,92,0
Male,24,1,38,0,1-2 Year,Yes,33691,124,38,1
Male,72,1,50,0,1-2 Year,Yes,60527,8,215,1
Female,24,1,50,0,< 1 Year,No,37338,152,275,0
Female,22,1,2,0,< 1 Year,Yes,32152,152,160,0
Male,39,1,8,0,1-2 Year,Yes,55186,26,112,1
Female,22,1,32,0,< 1 Year,No,2630,152,149,1
Male,28,1,27,0,< 1 Year,Yes,29941,152,32,1
Male,25,1,28,0,< 1 Year,Yes,26761,124,76,1
Male,24,1,28,1,< 1 Year,No,49557,152,204,0
Male,47,1,35,0,1-2 Year,Yes,28020,10,186,1
Female,26,1,39,1,< 1 Year,No,2630,152,268,0
Female,52,1,28,0,1-2 Year,No,34875,26,282,1
Male,47,1,28,0,1-2 Year,Yes,24653,163,151,1
Female,74,1,28,0,1-2 Year,Yes,43905,47,239,1
Female,22,1,30,1,< 1 Year,No,22607,152,251,0
Female,50,1,28,0,1-2 Year,Yes,71500,26,54,1
Male,29,1,28,0,1-2 Year,Yes,48214,30,65,1
Male,24,1,28,0,< 1 Year,Yes,32978,152,83,1
Female,40,1,38,0,1-2 Year,Yes,28668,124,258,1
Male,72,1,2,0,1-2 Year,Yes,2630,26,119,1
Male,27,1,30,0,< 1 Year,Yes,2630,152,255,1
Male,40,1,28,0,1-2 Year,Yes,36700,26,297,1
Male,79,1,41,0,1-2 Year,Yes,40993,26,98,1
Male,54,1,33,0,1-2 Year,Yes,45381,26,10,1
Female,24,1,28,0,< 1 Year,Yes,53697,124,159,0
Female,66,1,28,0,1-2 Year,Yes,36186,26,119,0
Female,32,1,28,0,1-2 Year,Yes,27154,23,293,0
Female,43,1,28,0,1-2 Year,Yes,33615,124,256,1
Male,57,1,28,0,1-2 Year,Yes,39250,26,198,1
Female,23,1,28,0,< 1 Year,Yes,40164,152,144,0
Female,43,1,29,0,1-2 Year,Yes,36238,124,225,0
Female,27,1,17,1,< 1 Year,No,2630,160,53,0
Male,51,1,8,0,1-2 Year,Yes,40121,124,53,1
Female,30,1,28,0,< 1 Year,Yes,41863,122,20,1
Female,58,1,0,1,1-2 Year,No,2630,122,77,0
Male,40,1,28,0,1-2 Year,Yes,45177,26,102,1
Male,23,1,11,1,< 1 Year,No,25089,152,255,0
Female,36,1,39,0,1-2 Year,Yes,2630,157,54,1
Female,45,1,7,0,1-2 Year,Yes,2630,124,190,1
Female,67,1,46,0,1-2 Year,No,36054,11,191,0
Female,42,1,11,0,1-2 Year,Yes,48521,122,206,1
Male,39,1,12,0,1-2 Year,Yes,22152,124,82,1
Male,60,1,28,0,1-2 Year,Yes,23730,124,143,0
Female,22,1,26,1,< 1 Year,No,25507,152,81,0
Female,51,1,28,0,1-2 Year,Yes,41627,26,127,1
Female,40,1,28,0,1-2 Year,Yes,2630,26,209,1
Male,34,1,41,0,1-2 Year,Yes,26216,124,275,1
Male,55,1,45,0,1-2 Year,Yes,26655,124,79,1
Male,53,1,33,0,1-2 Year,Yes,29011,26,43,0
Male,49,1,18,0,1-2 Year,Yes,27785,124,225,1
Male,42,1,41,0,1-2 Year,No,31254,12,90,0
Male,26,1,28,0,< 1 Year,Yes,46951,124,274,1
Male,51,1,28,0,1-2 Year,Yes,39172,26,131,1
Male,46,1,28,0,> 2 Years,Yes,39922,26,276,1
Female,31,1,35,0,< 1 Year,Yes,24373,124,87,1
Male,46,1,45,0,1-2 Year,Yes,24794,124,29,1
Male,41,1,33,0,1-2 Year,Yes,25962,124,104,1
Male,60,1,11,0,1-2 Year,No,2630,120,264,0
Male,68,1,28,0,1-2 Year,Yes,66103,26,158,1
Male,41,1,28,0,1-2 Year,Yes,32692,26,146,1
Male,40,1,29,0,1-2 Year,Yes,2630,157,259,1
Female,20,1,35,0,< 1 Year,No,2630,160,249,0
Male,41,1,28,0,1-2 Year,Yes,58321,26,128,0
Male,40,1,41,0,1-2 Year,Yes,34377,26,246,1
Male,48,1,28,0,1-2 Year,Yes,60753,26,202,1
Male,40,1,28,0,1-2 Year,Yes,41662,26,267,1
Male,22,1,10,1,< 1 Year,No,51696,152,247,0
Female,23,1,46,1,< 1 Year,No,28344,152,247,0
Male,23,1,8,0,< 1 Year,Yes,57431,152,239,1
Male,50,1,28,0,1-2 Year,Yes,2630,156,79,1
Male,22,1,3,1,< 1 Year,No,16056,160,194,0
Female,36,1,35,0,1-2 Year,Yes,30788,152,149,1
Male,43,1,11,0,1-2 Year,No,25715,26,166,0
Male,24,1,29,0,1-2 Year,Yes,34559,163,208,1
Male,51,1,29,0,1-2 Year,Yes,22742,26,249,1
Female,74,1,17,0,1-2 Year,Yes,2630,3,39,1
Male,42,1,8,0,1-2 Year,Yes,42771,26,218,1
Male,45,1,27,0,1-2 Year,Yes,2630,156,110,1
Female,43,1,28,0,1-2 Year,Yes,39576,124,127,0
Male,24,1,33,0,< 1 Year,Yes,2630,152,260,0
Male,43,1,28,0,1-2 Year,Yes,42177,122,154,1
Male,27,1,37,0,< 1 Year,Yes,29822,152,130,1
Male,52,1,38,0,1-2 Year,Yes,46303,26,172,1
Male,55,1,34,0,1-2 Year,Yes,37029,26,215,1
Male,22,1,49,1,< 1 Year,No,35223,152,275,0
Female,35,1,28,0,1-2 Year,Yes,39963,31,31,0
Female,40,1,15,0,1-2 Year,Yes,35418,124,230,0
Male,39,1,28,0,> 2 Years,Yes,52002,122,129,1
Male,43,1,33,0,1-2 Year,Yes,26452,124,211,1
Female,42,1,8,0,1-2 Year,Yes,40819,26,115,0
Female,23,1,8,1,< 1 Year,No,39086,152,237,0
Male,24,1,11,1,< 1 Year,No,18521,152,131,0
Female,23,1,10,1,< 1 Year,No,37453,152,274,0
Female,43,1,28,0,1-2 Year,Yes,53960,26,158,0
Male,36,1,50,1,1-2 Year,No,27940,160,231,0
Female,22,1,39,0,< 1 Year,Yes,31377,152,156,0
Female,21,1,50,1,< 1 Year,No,35777,160,128,0
Male,47,1,47,0,1-2 Year,Yes,36814,124,194,1
Female,24,1,29,1,< 1 Year,No,34536,152,42,0
Male,39,1,28,0,1-2 Year,Yes,43651,124,77,1
Female,37,1,28,0,1-2 Year,Yes,33236,154,156,1
Male,65,1,41,1,1-2 Year,No,33623,124,69,0
Female,38,1,14,0,1-2 Year,Yes,23834,12,298,1
Male,22,1,15,1,< 1 Year,No,34613,152,291,0
Female,61,1,28,1,1-2 Year,No,47008,122,174,0
Female,58,1,28,0,1-2 Year,Yes,2630,26,30,0
Female,37,1,28,0,1-2 Year,Yes,26902,157,75,1
Female,32,1,28,0,1-2 Year,Yes,27932,157,68,1
Female,30,1,29,1,< 1 Year,No,28045,152,195,0
Male,69,1,28,0,> 2 Years,Yes,41372,26,180,0
Female,22,1,29,1,< 1 Year,No,41562,152,96,0
Male,41,1,28,0,1-2 Year,Yes,63423,124,140,1
Male,25,1,3,1,< 1 Year,No,25608,152,147,0
Female,26,1,21,1,< 1 Year,No,27579,152,45,0
Male,54,1,39,0,1-2 Year,Yes,42713,124,226,1
Female,46,1,28,0,1-2 Year,Yes,33209,154,61,1
Male,68,1,8,0,1-2 Year,Yes,40084,7,20,0
Male,61,1,29,0,1-2 Year,Yes,34900,124,24,0
Female,21,1,13,1,< 1 Year,No,24634,160,98,0
Male,56,1,28,0,1-2 Year,Yes,32768,124,286,1
Male,23,1,6,0,< 1 Year,Yes,30737,152,76,1
Female,28,1,28,0,< 1 Year,No,2630,1,82,0
Female,21,1,15,1,< 1 Year,No,28531,152,228,0
Male,22,1,28,1,< 1 Year,No,28150,160,217,0
Male,54,1,47,0,1-2 Year,Yes,21844,150,76,1
Female,39,1,48,0,> 2 Years,Yes,2630,124,199,1
Female,46,1,28,0,1-2 Year,Yes,35209,26,220,0
Male,21,1,2,0,< 1 Year,Yes,23602,152,192,0
Female,45,1,3,1,1-2 Year,No,30285,119,59,0
Male,30,1,36,1,< 1 Year,No,30050,152,42,0
Female,23,1,30,1,< 1 Year,No,26689,152,15,0
Female,73,1,48,0,> 2 Years,Yes,2630,15,12,0
Female,49,1,28,0,1-2 Year,Yes,38511,26,92,1
Male,39,1,27,0,1-2 Year,Yes,2630,124,138,1
Male,77,1,28,1,1-2 Year,No,38923,152,172,0
Female,22,1,40,0,< 1 Year,Yes,2630,152,64,0
Male,63,1,28,0,1-2 Year,Yes,78338,26,257,0
Female,63,1,28,0,> 2 Years,Yes,2630,26,259,0
Female,22,1,28,1,< 1 Year,Yes,37210,152,273,0
Male,44,1,47,0,1-2 Year,Yes,63243,26,253,1
Male,40,1,28,0,1-2 Year,Yes,41283,26,174,1
Male,55,1,28,0,1-2 Year,Yes,52243,26,238,1
Female,50,1,28,1,1-2 Year,No,51319,61,221,0
Female,49,1,39,0,> 2 Years,Yes,39797,26,249,1
Female,23,1,41,1,< 1 Year,No,29537,152,45,0
Female,26,1,30,0,1-2 Year,Yes,29037,124,251,1
Male,33,1,14,1,1-2 Year,Yes,37148,124,15,0
Female,43,1,28,0,1-2 Year,Yes,31714,26,240,1
Female,39,1,29,0,1-2 Year,Yes,2630,156,136,1
Male,39,1,28,0,1-2 Year,Yes,33379,124,83,1
Male,53,1,47,0,1-2 Year,Yes,42494,16,226,0
Male,21,1,8,0,< 1 Year,Yes,38179,160,247,0
Male,24,1,3,1,< 1 Year,No,41969,152,235,0
Female,22,1,46,0,< 1 Year,Yes,28473,160,158,0
Male,36,1,15,0,1-2 Year,Yes,2630,156,184,1
Female,24,1,33,1,< 1 Year,No,34046,152,191,0
Male,50,1,29,0,1-2 Year,Yes,44709,124,148,0
Male,32,1,27,0,< 1 Year,Yes,36171,152,61,1
Female,42,1,41,0,1-2 Year,Yes,35871,26,104,1
Female,33,1,46,0,< 1 Year,Yes,2630,163,119,1
Female,23,1,33,0,< 1 Year,No,2630,1,89,0
Male,41,1,28,0,1-2 Year,Yes,38521,124,98,1
Female,37,1,28,0,1-2 Year,Yes,29140,26,293,1
Female,63,1,28,0,1-2 Year,Yes,32291,26,109,1
Female,40,1,7,0,1-2 Year,Yes,32684,26,205,1
Male,70,1,0,0,> 2 Years,Yes,2630,122,230,0
Male,45,1,28,0,1-2 Year,Yes,49174,26,259,1
Female,28,1,28,0,1-2 Year,Yes,46612,26,83,0
Female,45,1,28,0,1-2 Year,Yes,21500,26,97,1
Male,29,1,3,0,1-2 Year,Yes,2630,156,234,1
Female,45,1,41,0,1-2 Year,Yes,37300,26,154,1
Female,40,1,28,0,1-2 Year,Yes,43237,26,152,1
Female,59,1,33,1,1-2 Year,No,45988,26,173,0
Male,29,1,41,0,< 1 Year,Yes,32990,156,43,1
Male,42,1,8,0,1-2 Year,Yes,37023,26,274,1
Male,44,1,28,0,> 2 Years,Yes,30960,26,262,1
Female,23,1,8,0,< 1 Year,No,35679,151,199,0
Female,24,1,30,1,< 1 Year,No,24832,152,193,0
Male,45,1,28,0,1-2 Year,Yes,40599,124,132,1
Male,44,1,28,0,1-2 Year,Yes,57641,26,166,1
Male,33,1,21,0,< 1 Year,Yes,33177,152,201,1
Male,22,1,28,0,< 1 Year,Yes,20497,124,82,1
Male,48,1,28,0,> 2 Years,Yes,46496,26,267,1
Male,40,1,15,1,1-2 Year,No,40722,26,192,0
Male,25,1,37,0,< 1 Year,Yes,33614,152,114,0
Male,43,1,28,0,1-2 Year,Yes,38100,124,166,0
Male,83,1,28,1,1-2 Year,No,31113,26,59,0
Male,56,1,8,0,1-2 Year,Yes,43010,124,116,1
Female,42,1,45,0,1-2 Year,Yes,32749,26,127,1
Female,37,1,28,0,1-2 Year,Yes,23122,122,152,1
Female,34,1,8,0,1-2 Year,Yes,34886,156,229,0
Male,59,1,27,0,1-2 Year,Yes,24670,26,139,1
Male,44,1,46,1,1-2 Year,No,37797,26,164,0
Male,25,1,29,1,< 1 Year,No,22044,152,26,0
Female,26,1,30,0,1-2 Year,Yes,25779,124,216,1
Female,36,1,28,0,1-2 Year,Yes,22399,26,170,1
Male,42,1,46,0,1-2 Year,Yes,27583,91,125,1
Female,25,1,11,0,< 1 Year,Yes,58707,152,283,0
Female,22,1,38,0,< 1 Year,Yes,25636,124,43,0
Female,39,1,45,0,1-2 Year,Yes,28668,26,164,1
Female,24,1,36,1,< 1 Year,No,2630,152,48,0
Male,25,1,8,1,< 1 Year,No,40887,152,221,0
Female,34,1,28,0,1-2 Year,Yes,27003,122,218,1
Male,71,0,15,0,1-2 Year,Yes,36243,124,296,0
Female,44,1,15,0,1-2 Year,Yes,35960,152,17,0
Male,34,1,28,0,1-2 Year,Yes,53241,26,16,1
Female,23,1,2,1,< 1 Year,No,29501,152,154,0
Male,45,1,3,0,1-2 Year,Yes,22900,124,18,1
Male,23,1,21,1,< 1 Year,No,49072,152,296,0
Male,39,1,3,0,1-2 Year,Yes,2630,163,73,1
Male,41,1,48,0,1-2 Year,Yes,2630,156,102,1
Male,49,1,15,0,1-2 Year,No,30159,86,129,0
Female,29,1,28,0,< 1 Year,Yes,42287,152,230,0
Male,64,1,28,0,1-2 Year,Yes,52006,124,74,0
Male,53,1,46,0,1-2 Year,Yes,22193,124,21,1
Female,32,1,12,0,1-2 Year,No,29333,26,124,0
Female,27,1,47,1,< 1 Year,No,37129,152,246,0
Male,46,1,8,0,1-2 Year,Yes,51588,154,204,1
Female,32,1,28,0,< 1 Year,Yes,58119,26,180,1
Male,36,1,49,0,1-2 Year,Yes,38661,124,18,0
Female,56,1,18,0,1-2 Year,Yes,29498,26,265,1
Male,31,1,46,0,1-2 Year,Yes,39665,124,224,1
Female,41,1,28,0,1-2 Year,Yes,41470,122,20,1
Male,50,1,28,0,1-2 Year,Yes,42910,13,195,1
Female,79,1,46,0,1-2 Year,No,27362,152,154,0
Male,37,1,28,0,1-2 Year,Yes,48311,26,27,1
Female,36,1,41,0,1-2 Year,Yes,2630,157,288,1
Female,42,1,28,0,> 2 Years,Yes,43823,25,265,1
Female,26,1,18,0,< 1 Year,Yes,2630,124,114,1
Male,33,1,33,0,< 1 Year,Yes,33396,26,172,1
Female,34,1,46,0,1-2 Year,No,2630,157,195,0
Male,26,1,41,1,< 1 Year,No,69273,152,106,0
Male,69,1,41,1,1-2 Year,No,43507,12,55,0
Female,24,1,36,0,< 1 Year,Yes,30422,152,64,0
Male,47,1,8,0,1-2 Year,Yes,50774,26,107,1
Female,74,1,41,0,1-2 Year,Yes,25826,124,256,1
Male,42,1,15,0,1-2 Year,Yes,19771,124,35,1
Male,38,1,28,0,1-2 Year,Yes,44133,109,227,0
Male,41,1,20,0,1-2 Year,Yes,2630,154,121,1
Female,40,1,50,0,1-2 Year,Yes,36948,124,61,1
Female,45,1,47,0,1-2 Year,Yes,30374,124,37,1
Female,43,1,28,1,1-2 Year,Yes,50390,13,178,0
Male,56,1,39,0,> 2 Years,Yes,27428,124,108,0
Male,25,1,41,1,< 1 Year,No,32837,152,147,0
Female,49,1,28,0,1-2 Year,Yes,39007,122,203,0
Male,33,1,3,0,1-2 Year,Yes,21909,157,284,1
Female,75,1,28,0,1-2 Year,Yes,36673,124,100,0
Male,63,1,45,0,1-2 Year,Yes,26695,124,253,1
Female,50,1,41,0,1-2 Year,Yes,37500,124,228,1
Male,47,1,28,0,> 2 Years,Yes,24409,26,57,1
Female,27,1,46,1,< 1 Year,No,35033,152,189,0
Male,48,1,28,0,1-2 Year,Yes,30273,26,40,1
Male,52,1,28,1,1-2 Year,Yes,32337,3,202,0
Male,69,1,28,1,1-2 Year,No,37938,122,57,0
Male,41,1,46,0,1-2 Year,No,27062,157,120,0
Male,65,1,28,1,1-2 Year,No,59412,124,274,0
Male,43,1,6,0,1-2 Year,Yes,37312,124,159,1
Female,24,1,45,1,< 1 Year,No,30973,152,153,0
Male,38,1,46,1,1-2 Year,No,27226,124,202,0
Female,45,1,28,0,1-2 Year,No,31280,44,223,0
Male,23,1,8,0,< 1 Year,Yes,30008,152,175,0
Female,29,1,28,0,1-2 Year,Yes,44171,124,236,0
Female,28,1,18,0,< 1 Year,No,28653,152,15,0
Male,31,1,28,1,< 1 Year,No,43797,152,244,0
Female,53,1,28,0,1-2 Year,Yes,51229,26,234,1
Male,66,1,28,0,1-2 Year,Yes,29535,124,262,1
Male,45,1,11,0,1-2 Year,Yes,30071,157,55,1
Male,62,1,36,0,1-2 Year,Yes,32810,26,25,0
Female,47,1,45,0,1-2 Year,Yes,38610,124,250,0
Male,54,1,28,0,1-2 Year,Yes,36871,26,134,1
Female,24,1,2,1,< 1 Year,Yes,32784,152,195,0
Female,36,1,28,0,1-2 Year,No,37117,30,215,0
Female,30,1,32,0,< 1 Year,Yes,32583,152,237,1
Female,41,1,11,0,1-2 Year,Yes,2630,26,15,0
Male,22,1,46,1,< 1 Year,No,32104,152,53,0
Male,24,1,13,0,< 1 Year,No,42347,152,200,0
Female,38,1,23,0,1-2 Year,Yes,32572,26,267,1
Female,42,1,46,0,1-2 Year,Yes,35151,124,242,1
Female,48,1,28,0,> 2 Years,Yes,48245,122,105,1
Male,60,1,29,0,1-2 Year,Yes,2630,26,30,0
Male,25,1,15,0,< 1 Year,Yes,2630,160,244,0
Male,45,1,14,0,1-2 Year,Yes,2630,124,286,1
Female,43,1,28,0,1-2 Year,Yes,56489,124,48,1
Male,54,1,43,0,1-2 Year,Yes,22807,124,20,0
Male,77,1,8,0,1-2 Year,Yes,45527,26,38,0
Male,34,1,28,0,1-2 Year,Yes,40207,124,281,1
Male,26,1,8,1,< 1 Year,No,113379,152,157,0
Male,55,1,28,0,> 2 Years,Yes,42322,26,92,1
Male,37,1,28,0,1-2 Year,Yes,52376,26,199,1
Male,71,1,8,0,1-2 Year,Yes,36350,26,218,1
Female,33,1,15,0,< 1 Year,Yes,34449,152,91,0
Male,41,1,28,0,1-2 Year,Yes,33817,25,25,0
Male,50,1,41,0,> 2 Years,Yes,42343,26,63,1
Male,22,1,43,0,< 1 Year,Yes,37159,152,79,0
Male,37,1,28,1,1-2 Year,No,36586,124,293,1
Female,58,1,28,1,1-2 Year,No,44568,26,276,0
Male,68,1,8,0,> 2 Years,Yes,45118,124,250,1
Male,29,1,28,0,< 1 Year,Yes,27655,152,106,1
Female,26,1,46,1,< 1 Year,No,34413,152,102,0
Female,24,1,2,0,< 1 Year,Yes,30048,152,111,1
Male,39,1,15,0,1-2 Year,Yes,29838,26,83,1
